midi_filename,composer,duration,average_tempo,key_signature,mode,chord_progression
2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--4.midi,Franz Liszt,504.102230742,0.0,G,minor,"['E-', 'multiple octaves above Eb', 'Perfect Octave above Eb', 'F#', 'Diminished Seventh with octave doublings above F#', 'enharmonic equivalent to diminished triad above F#', 'Diminished Fifth with octave doublings above A', 'E-', 'Perfect Fourth with octave doublings above Bb', 'Perfect Fourth with octave doublings above Bb', 'E-', 'Diminished Fourth with octave doublings above B', 'E-', 'Minor Third with octave doublings above C', 'Minor Tenth above C', 'A-diminished triad']"
2009/MIDI-Unprocessed_16_R1_2009_03-06_ORIG_MID--AUDIO_16_R1_2009_16_R1_2009_03_WAV.midi,Franz Liszt,626.159897344,0.0,E,minor,"['enharmonic to dominant seventh chord above A', 'E-minor triad', 'enharmonic to dominant seventh chord above F#', 'E-minor triad', 'E-dominant seventh chord', 'F-major seventh chord', 'E-quartal trichord', 'C#-diminished seventh chord', 'C#-diminished triad', 'C-major triad', 'Perfect Octave above Bb', 'Perfect Fifth with octave doublings above F', 'Perfect Octave above G#', 'C-dominant seventh chord', 'G', 'enharmonic equivalent to minor triad above G#']"
2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--2.midi,Franz Liszt,53.936911875,0.0,C,major,"['Perfect Octave above C', 'Perfect Octave above C', 'C', 'Minor Third above G', 'C-dominant seventh chord', 'C-dominant seventh chord', 'Minor Sixth with octave doublings above E', 'Major Third with octave doublings above C', 'C-incomplete dominant-seventh chord', 'E-diminished triad', 'Major Second above Bb', 'Minor Third above E', 'C-major triad', 'C', 'Minor Third above G', 'Major Third above C']"
2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--3.midi,Franz Liszt,45.1552083333,0.0,C,major,"['multiple octaves above C', 'C', 'C', 'Minor Third above G', 'C-dominant seventh chord', 'E-diminished triad', 'C-dominant seventh chord', 'C-augmented-sixth pentachord', 'E-harmonic minor tetrachord', 'C-Kumoi pentachord', 'G-phrygian trichord', 'Minor Third above C', 'Major Second above A', 'Minor Third above E', 'C', 'C-incomplete dominant-seventh chord']"
2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--3.midi,Franz Liszt,257.278054688,0.0,F,minor,"['enharmonic equivalent to minor triad above G#', 'G-minor hexachord', 'C-major scale', 'C#-dominant-eleventh', 'Eb-major pentachord', 'C-major scale', 'C#-dorian hexachord', 'C-dorian hexachord', 'C-major scale', 'C-locrian hexachord', 'C-locrian hexachord', 'Perfect Fifth above Bb', 'Perfect Fifth above F', 'Diminished Fifth with octave doublings above B', 'enharmonic equivalent to minor triad above C', 'E-diminished triad']"
2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--6.midi,Franz Liszt,305.818337344,0.0,F,minor,"['Perfect Fourth above C', 'enharmonic equivalent to diminished triad above Bb', 'G#-perfect-fourth minor tetrachord', 'Eb-major pentachord', 'C#-German augmented sixth chord in second inversion', 'Eb-major-second major tetrachord', 'F-incomplete half-diminished seventh chord', 'C-phrygian pentachord', 'C#-dorian hexachord', 'C-major pentatonic', 'C-perfect-fourth major tetrachord', 'C-major pentachord', 'C-locrian hexachord', 'Major Sixth above Bb', 'Diminished Seventh above G#', 'enharmonic equivalent to minor triad above G#']"
2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--3.midi,Franz Liszt,235.22412375,0.0,B-,minor,"['enharmonic equivalent to minor triad above G#', 'G#-minor hexachord', 'C-Guidonian hexachord', 'C#-German augmented sixth chord in second inversion', 'C#-dominant-eleventh', 'C-Balinese Pelog pentatonic', 'C#-dorian hexachord', 'C#-dorian hexachord', 'C-Guidonian hexachord', 'C-locrian hexachord', 'C-Balinese Pelog pentatonic', 'F', 'Perfect Fifth above F', 'Diminished Fifth with octave doublings above B', 'Augmented Fifth above C', 'Minor Sixth above E']"
2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--7.midi,Franz Liszt,607.479360469,0.0,C#,minor,"['G#', 'G#', 'Perfect Octave above G#', 'G#', 'G#', 'Perfect Octave above G#', 'Perfect Octave above G#', 'Perfect Octave above G#', 'Perfect Octave above G#', 'E-major triad', 'Minor Third with octave doublings above G#', 'A-incomplete major-seventh chord', 'Perfect Fourth with octave doublings above G#', 'Perfect Octave above G#', 'E-major triad', 'Minor Third with octave doublings above G#']"
2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--4.midi,Franz Liszt,269.271899531,0.0,B-,minor,"['C#', 'Perfect Octave above C#', 'C#', 'Augmented Fifth above F', 'Perfect Octave above C#', 'Diminished Fourth with octave doublings above C#', 'Diminished Fourth with octave doublings above C#', 'Diminished Fourth above C#', 'F', 'Perfect Fifth above F', 'C', 'F', 'Diminished Fourth above C#', 'Diminished Fourth above C#', 'Diminished Fourth above C#', 'B-']"
2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--3.midi,Franz Liszt,257.133824063,0.0,B-,minor,"['Perfect Octave above C#', 'C#', 'Augmented Fifth above F', 'Perfect Octave above C#', 'Diminished Fourth with octave doublings above C#', 'C#', 'Augmented Fifth above F', 'Diminished Octave with octave doublings above C#', 'Diminished Octave above C#', 'F-incomplete major-seventh chord', 'C', 'Diminished Fourth above C#', 'enharmonic equivalent to minor triad above C#', 'B-', 'enharmonic equivalent to minor triad above C#', 'B-']"
2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--4.midi,Franz Liszt,128.823958333,0.0,A,minor,"['E', 'E', 'E', 'E', 'Minor Second above E', 'Minor Second above E', 'Minor Second above E', 'Minor Second above E', 'Bb-all-interval tetrachord', 'Bb-all-interval tetrachord', 'Minor Sixth above D', 'Bb-all-interval tetrachord', 'Bb-all-interval tetrachord', 'E-flat-ninth pentachord', 'E-flat-ninth pentachord', 'E-flat-ninth pentachord']"
2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--3.midi,Franz Liszt,260.515230938,0.0,F,major,"['F', 'C', 'F', 'Major Third above F', 'A', 'Major Sixth above C', 'C', 'F-major triad', 'C', 'Minor Third above E', 'E', 'Minor Third above D', 'F', 'F', 'Major Sixth with octave doublings above F', 'Major Sixth above F']"
2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--4.midi,Franz Liszt,494.709708281,0.0,D,minor,"['C#-diminished seventh chord', 'G#-diminished seventh chord', 'F#-diminished seventh chord', 'Diminished Twelfth above F#', 'enharmonic equivalent to diminished triad above Bb', 'Augmented Fourth with octave doublings above G', 'G#-diminished seventh chord', 'Diminished Twelfth above G#', 'Diminished Twelfth above G#', 'F#-diminished seventh chord', 'F#-diminished seventh chord', 'enharmonic equivalent to diminished triad above Eb', 'C#-diminished seventh chord', 'G#-diminished seventh chord', 'G#-German augmented sixth chord', 'D-minor triad']"
2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--4.midi,Franz Liszt,414.234375,0.0,D,minor,"['enharmonic equivalent to diminished triad above C#', 'enharmonic equivalent to diminished triad above E', 'G#-diminished minor-ninth chord', 'F#-diminished seventh chord', 'F#-diminished seventh chord', 'Diminished Twelfth above F#', 'enharmonic equivalent to diminished triad above Bb', 'Perfect Double-octave above G', 'G#-diminished seventh chord', 'G#-flat-ninth pentachord', 'G#-German augmented sixth chord', 'F#-harmonic minor tetrachord', 'F#-flat-ninth pentachord', 'enharmonic equivalent to diminished triad above Eb', ""A-Stravinsky's Petrushka-chord"", 'G#-diminished triad']"
2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--5.midi,Franz Liszt,226.426055625,0.0,B-,major,"['Augmented Unison above F', 'Major Second above F', 'Minor Second above G#', 'Diminished Third above G#', 'Minor Second above B', 'Major Second above B', 'Minor Second above D', 'Major Second above D', 'Augmented Unison above F', 'Major Second with octave doublings above F', 'G-incomplete dominant-seventh chord', 'G#-diminished triad', 'G#-minor-second diminished tetrachord', 'G#-harmonic minor tetrachord', 'G#-Italian augmented sixth chord in second inversion', 'Minor Second above B']"
2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--3.midi,Franz Liszt,243.934050937,0.0,B-,major,"['Augmented Unison above F', 'Major Second above F', 'F-major-second tetracluster', 'Minor Second above G#', 'Diminished Third above G#', 'Minor Second above B', 'Major Second above B', 'Minor Second above D', 'Minor Second above E', 'Augmented Octave with octave doublings above F', 'B-minor-diminished tetrachord', 'Minor Third above B', 'G-major triad', 'G#-diminished triad', 'G#-minor-second diminished tetrachord', 'G#-diminished triad']"
2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--3.midi,Franz Liszt,208.186223437,0.0,B-,major,"['Augmented Unison above F', 'Major Second above F', 'Minor Second above G#', 'Diminished Third above G#', 'Minor Second above B', 'C-chromatic trimirror', 'Major Second above B', 'Minor Second above D', 'D-minor trichord', 'B-tritone-fourth', 'B-minor-diminished tetrachord', 'Minor Tenth above D', 'Diminished Octave with octave doublings above G#', 'Minor Second above G#', 'Augmented Unison above Bb', 'Minor Second above B']"
2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--3.midi,Franz Liszt,220.76901,0.0,B-,major,"['Augmented Unison above F', 'Major Second above F', 'Minor Second above G#', 'Diminished Third above G#', 'Minor Second above B', 'Major Second above B', 'Minor Second above D', 'Major Second above D', 'Augmented Unison above F', 'G-dominant seventh chord', 'F-major-minor trichord', 'G#-incomplete dominant-seventh chord', 'G#-minor-diminished tetrachord', 'G#-diminished seventh chord', 'Augmented Ninth above F', 'enharmonic equivalent to major-ninth chord above F']"
2011/MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_07_Track07_wav.midi,Franz Liszt,215.347006875,0.0,B-,major,"['F', 'F#', 'Major Second above F', 'Minor Second above G#', 'Diminished Third above G#', 'Minor Second above B', 'Major Second above B', 'Minor Second above D', 'Major Second above D', 'Augmented Octave with octave doublings above F', 'G-dominant seventh chord', 'Minor Second with octave doublings above G#', 'G#', 'Diminished Third with octave doublings above G#', 'C-major-minor trichord', 'C-chromatic trimirror']"
2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--4.midi,Franz Liszt,317.551765781,0.0,C,minor,"['multiple octaves above C', 'multiple octaves above G', 'multiple octaves above F', 'multiple octaves above Eb', 'Minor Second with octave doublings above D', 'Major Second with octave doublings above C', 'G#', 'Minor Third with octave doublings above C', 'C-minor seventh chord', 'C#', 'C-major-third pentacluster', 'C-major-second minor tetrachord', 'C-minor triad', 'C', 'C-minor triad', 'C-minor-augmented tetrachord']"
2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--4.midi,Franz Liszt,298.708301719,0.0,C,minor,"['Perfect Octave above C', 'Perfect Fourth above G', 'Minor Third above G', 'Major Second with octave doublings above F', 'Major Second with octave doublings above Eb', 'Minor Second with octave doublings above D', 'Major Second with octave doublings above C', 'C', 'C-minor triad', 'E-', 'C-minor triad', 'C-minor triad', 'C-minor triad', 'C-minor triad', 'C-minor triad', 'C-center-cluster pentamirror']"
2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_04_Track04_wav.midi,Franz Liszt,355.499110313,0.0,C,minor,"['Perfect Octave above C', 'Perfect Fourth above G', 'Perfect Double-octave above G', 'multiple octaves above F', 'multiple octaves above Eb', 'Minor Second with octave doublings above D', 'multiple octaves above C', 'C-minor triad', 'C-minor triad', 'C-minor triad', 'C-minor triad', 'C-minor triad', 'C-minor triad', 'C-minor triad', 'C-minor triad', 'C-minor triad']"
2004/MIDI-Unprocessed_XP_01_R1_2004_04-05_ORIG_MID--AUDIO_01_R1_2004_05_Track05_wav.midi,Franz Liszt,510.89592875,0.0,A-,major,"['E-', 'E-', 'Major Second above Eb', 'F', 'E-', 'Minor Second above D', 'D', 'E-', 'Major Third above Eb', 'G', 'B-', 'C#', 'F', 'F', 'Major Ninth above Eb', 'Eb-whole-tone trichord']"
2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--3.midi,Franz Liszt,381.608172846,0.0,E,major,"['G#-half-diminished seventh chord', 'G#-half-diminished seventh chord', 'G#-half-diminished seventh chord', 'B-minor triad', 'Perfect Fifth above B', 'B', 'G#', 'enharmonic equivalent to diminished triad above G#', 'enharmonic equivalent to diminished triad above G#', 'enharmonic equivalent to half-diminished seventh chord above G#', 'enharmonic equivalent to half-diminished seventh chord above G#', 'enharmonic equivalent to minor triad above G#', 'Diminished Eighteenth above G#', 'C', 'C-augmented triad', 'C-augmented triad']"
2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--1.midi,Franz Liszt,286.726159138,0.0,B-,minor,"['B', 'Minor Second above B', 'C', 'Augmented Unison above C', 'C#', 'E', 'Minor Second above E', 'F', 'Augmented Second above F', 'G#', 'G#', 'Major Second above F#', 'Minor Second above F#', 'G', 'Augmented Unison above G', 'G#']"
2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--5.midi,Franz Liszt,529.717489842,0.0,D,major,"['Perfect Fifth with octave doublings above A', 'Perfect Fifth with octave doublings above A', 'Perfect Fifth with octave doublings above A', 'Perfect Fifth with octave doublings above A', 'Perfect Fifth with octave doublings above A', 'Perfect Fifth with octave doublings above A', 'A-major triad', 'Bb-major seventh chord', 'Minor Ninth above G#', 'Augmented Octave above G', 'G-minor-diminished ninth chord', 'G-minor seventh chord', 'Perfect Octave above F', 'G-minor seventh chord', 'enharmonic equivalent to diminished triad above G#', 'Bb-major seventh chord']"
2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--4.midi,Franz Liszt,549.447094021,0.0,D,major,"['Perfect Fifth with octave doublings above A', 'Perfect Fifth with octave doublings above A', 'Perfect Fifth with octave doublings above A', 'Perfect Fifth with octave doublings above A', 'A-quartal trichord', 'E-quartal tetramirror', 'A-major triad', 'Bb-major seventh chord', 'Minor Ninth above G#', 'G#', 'G-minor seventh chord', 'Perfect Octave above F', 'G-minor seventh chord', 'enharmonic equivalent to diminished triad above G#', 'Bb-major seventh chord', 'Perfect Octave above G#']"
2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--1.midi,Franz Liszt,342.2875,0.0,A-,major,"['Major Second above C', 'C', 'Minor Second above B', 'B', 'Minor Second above B', 'C', 'Augmented Fourth above C', 'F#', 'Perfect Fifth above B', 'B', 'C', 'Augmented Second above Eb', 'Minor Third above A', 'Augmented Second above Eb', 'Minor Third above A', 'Augmented Second above Eb']"
2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_07_Track07_wav.midi,Franz Liszt,327.398176875,0.0,F#,major,"['C#', 'Perfect Octave above C#', 'C#', 'E', 'E', 'Minor Third above C#', 'Minor Third with octave doublings above C#', 'Perfect Octave above C#', 'E', 'Minor Third above C#', 'C#', 'Perfect Octave above C#', 'C#', 'Major Sixth above E', 'E', 'E']"
2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_08_Track08_wav.midi,Franz Liszt,328.064575781,0.0,B-,major,"['D', 'B', 'Minor Third above B', 'Minor Third above B', 'Minor Third above B', 'Minor Third above B', 'Minor Third above B', 'Minor Third above B', 'F#', 'enharmonic equivalent to diminished triad above G#', 'G#-diminished seventh chord', 'F', 'G#-diminished seventh chord', 'G#-diminished seventh chord', 'F', 'G#-diminished seventh chord']"
2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_09_Track09_wav.midi,Franz Liszt,403.523902031,0.0,E-,major,"['B-', 'Perfect Twelfth above Eb', 'Perfect Fifth with octave doublings above Eb', 'E-', 'Perfect Fourth above Bb', 'Eb-major triad', 'Minor Sixth above G', 'Eb-major triad', 'Perfect Eleventh above Bb', 'Perfect Fourth with octave doublings above Bb', 'Eb-major triad', 'Eb-major triad', 'Perfect Octave above G', 'Eb-incomplete major-seventh chord', 'Augmented Tenth above Eb', 'Eb-quartal trichord']"
2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--4.midi,Franz Liszt,990.913806094,0.0,E-,minor,"['C#', 'Perfect Octave above C#', 'Minor Third with octave doublings above C#', 'Major Sixth above E', 'Minor Third above C#', 'C#', 'C#', 'Perfect Octave above C#', 'Minor Third with octave doublings above C#', 'Major Sixth above E', 'E', 'Minor Third above C#', 'C#', 'Perfect Octave above C#', 'Major Sixth above E', 'E']"
2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--8.midi,Franz Liszt,1033.23481078,0.0,E-,minor,"['C#', 'Perfect Octave above C#', 'Minor Third with octave doublings above C#', 'Major Sixth above E', 'E', 'Minor Third above C#', 'C#', 'Perfect Octave above C#', 'Minor Third with octave doublings above C#', 'Major Sixth above E', 'E', 'Minor Third above C#', 'C#', 'Perfect Octave above C#', 'Minor Third with octave doublings above C#', 'Major Sixth above E']"
2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--3.midi,Franz Liszt,267.455954417,0.0,F,minor,"['enharmonic equivalent to minor triad above G#', 'enharmonic equivalent to diminished triad above Bb', 'enharmonic equivalent to minor seventh chord above G#', 'G-minor tetramirror', 'Eb-perfect-fourth major tetrachord', 'enharmonic equivalent to dominant-ninth above F', 'F-Hirajoshi pentatonic', 'C#-major-second major tetrachord', 'C#-all-interval tetrachord', 'C-major pentatonic', 'C-Guidonian hexachord', 'C-Guidonian hexachord', 'C-tritone-fourth', 'C-locrian hexachord', 'F', 'enharmonic equivalent to minor triad above G#']"
2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--3.midi,Franz Liszt,270.732647762,0.0,B-,minor,"['C#', 'Perfect Octave above C#', 'Augmented Fifth above F', 'Diminished Fourth with octave doublings above C#', 'Perfect Octave above C#', 'C#', 'F', 'Perfect Fifth above F', 'C', 'C', 'Diminished Octave above C#', 'C', 'F-incomplete major-seventh chord', 'C', 'Major Second above Bb', 'Bb-quartal trichord']"
2017/MIDI-Unprocessed_045_PIANO045_MID--AUDIO-split_07-06-17_Piano-e_2-01_wav--4.midi,Franz Liszt,394.658322575,0.0,D,minor,"['C#-diminished seventh chord', 'enharmonic equivalent to diminished triad above C#', 'G#-diminished seventh chord', 'enharmonic equivalent to diminished triad above G#', 'F#-diminished seventh chord', 'Diminished Twelfth above F#', 'C#-diminished seventh chord', 'G', 'Bb-major-minor-diminished pentachord', 'E-harmonic minor tetrachord', 'forte class 7-25B above B', 'C#-flat-ninth pentachord', 'E-flat-ninth pentachord', 'G#-German augmented sixth chord', 'D-minor triad', 'Major Third above F']"
2017/MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--3.midi,Franz Liszt,484.962367262,0.0,D,minor,"['C#-diminished minor-ninth chord', 'Bb-incomplete major-seventh chord', 'C#', 'G#-flat-ninth pentachord', 'F#-diminished seventh chord', 'F#-diminished seventh chord', 'C#-diminished seventh chord', 'Diminished Twelfth above C#', 'G#-diminished seventh chord', 'Diminished Twelfth above G#', 'D-flat-ninth pentachord', 'F-incomplete dominant-seventh chord', 'A-combinatorial RI (RI3)', 'G#-diminished triad', 'E-combinatorial RI (RI3)', 'E-diminished pentacluster']"
2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--2.midi,Franz Liszt,212.663487858,0.0,B-,major,"['F', 'Augmented Unison above F', 'Augmented Unison above G', 'Minor Second above G#', 'Augmented Unison above Bb', 'Minor Second above B', 'Minor Second above C#', 'Minor Second above D', 'Minor Second above E', 'Augmented Octave with octave doublings above F', 'G-major triad', 'G#-minor-second diminished tetrachord', 'G#-diminished triad', 'G#-harmonic minor tetrachord', 'G#-major-third diminished tetrachord', 'C-major-minor trichord']"
2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_07_Track07_wav.midi,Franz Liszt / Camille Saint-Saëns,604.709598281,0.0,G,minor,"['D', 'D', 'D', 'D', 'D', 'D-major triad', 'D', 'Bb-incomplete major-seventh chord', 'Major Third with octave doublings above D', 'Bb-augmented major tetrachord', 'Bb-incomplete major-seventh chord', 'Bb-augmented major tetrachord', 'Bb-augmented triad', 'Bb-major-minor trichord', 'Diminished Fourth above F#', 'Bb-augmented major tetrachord']"
2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--7.midi,Franz Liszt / Vladimir Horowitz,308.576080313,0.0,A,major,"['Perfect Octave above E', 'Perfect Octave above E', 'Perfect Octave above E', 'Perfect Octave above E', 'Perfect Octave above E', 'Perfect Octave above E', 'E-major triad', 'C-major triad', 'D-quartal trichord', 'Major Sixth with octave doublings above G', 'Minor Seventh with octave doublings above F#', 'E-major triad', 'multiple octaves above E', 'multiple octaves above E', 'multiple octaves above E', 'F#-lydian tetrachord']"
2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--5.midi,Franz Liszt / Vladimir Horowitz,529.54006875,0.0,C#,minor,"['C#', 'C#', 'C#', 'C#', 'enharmonic equivalent to major triad above C#', 'enharmonic equivalent to major triad above C#', 'Perfect Fifth with octave doublings above C#', 'C#', 'B', 'Major Second above B', 'C#', 'B', 'G#-half-diminished seventh chord', 'G#-half-diminished seventh chord', 'G#-diminished triad', 'C#']"
2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_02_WAV.midi,Franz Schubert,336.379204219,0.0,G,major,"['Perfect Fifth above G', 'G-minor triad', 'G-minor triad', 'Major Sixth above Bb', 'G', 'Perfect Fifth with octave doublings above G', 'Perfect Fifth above G', 'G-minor triad', 'Major Sixth above Bb', 'Major Sixth above Bb', 'G-minor triad', 'Perfect Fifth with octave doublings above G', 'Perfect Fifth with octave doublings above G', 'Perfect Fifth with octave doublings above G', 'G-minor triad', 'G-minor triad']"
2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_04_WAV.midi,Franz Schubert,274.736637656,0.0,G,minor,"['Perfect Octave above G', 'G', 'Perfect Octave above G', 'Perfect Octave above G', 'Perfect Octave above G', 'Perfect Octave above G', 'Perfect Octave above G', 'G', 'multiple octaves above G', 'Minor Seventh with octave doublings above A', 'Major Sixth with octave doublings above Bb', 'Perfect Fifth with octave doublings above C', 'Eb-incomplete major-seventh chord', 'Eb-incomplete major-seventh chord', 'Minor Second with octave doublings above F#', 'Perfect Octave above G']"
2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_03_WAV.midi,Franz Schubert,236.42070375,0.0,D,minor,"['D-minor triad', 'D', 'Perfect Twelfth above D', 'D-minor triad', 'Minor Tenth above D', 'D-quartal trichord', 'Perfect Octave above D', 'Major Second with octave doublings above D', 'Major Ninth above D', 'D-minor triad', 'D', 'D-minor trichord', 'D', 'Perfect Fourth above A', 'D-minor trichord', 'D-minor trichord']"
2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--3.midi,Franz Schubert,1204.94174533,0.0,C#,minor,"['C-major triad', 'C-major triad', 'C-major triad', 'C-major triad', 'C-major triad', 'C-major triad', 'C-major triad', 'C-major triad', 'Major Third above C', 'Perfect Fourth above G', 'Minor Third above E', 'Perfect Octave above B', 'Perfect Octave above C', 'Perfect Octave above C', ""G-Messiaen's truncated mode 6"", 'G-dominant seventh chord']"
2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--3.midi,Franz Schubert,584.943325313,0.0,A-,major,"['enharmonic equivalent to minor triad above F', 'Augmented Fifth with octave doublings above C', 'Perfect Double-octave above C', 'Perfect Double-octave above C', 'Minor Seventh with octave doublings above C', 'Minor Fourteenth above C', 'C-whole-tone trichord', 'Augmented Twelfth above C', 'C-whole-tone trichord', 'E-diminished triad', 'Major Sixth with octave doublings above G', 'Perfect Double-octave above G', 'Augmented Double-octave above G', 'Augmented Unison with octave doublings above G', 'G-minor trichord', 'Diminished Seventh with octave doublings above G#']"
2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--3.midi,Franz Schubert,635.781949688,0.0,F,minor,"['Perfect Twelfth above F', 'enharmonic equivalent to minor triad above F', 'enharmonic equivalent to minor triad above F', 'enharmonic equivalent to minor triad above F', 'G#-perfect-fourth minor tetrachord', 'G#-perfect-fourth minor tetrachord', 'enharmonic equivalent to minor triad above F', 'enharmonic equivalent to minor triad above F', 'enharmonic equivalent to minor triad above F', 'enharmonic equivalent to minor triad above F', 'G#-perfect-fourth minor tetrachord', 'Bb-quartal trichord', 'C-perfect-fourth major tetrachord', 'E-phrygian trichord', 'G-minor trichord', 'Major Second above F']"
2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--1.midi,Franz Schubert,578.621096367,0.0,F,minor,"['F', 'Perfect Fifth above F', 'C', 'Augmented Fifth with octave doublings above C', 'enharmonic equivalent to minor triad above C', 'enharmonic equivalent to minor triad above C', 'Augmented Fifth with octave doublings above C', 'Augmented Fifth with octave doublings above C', 'C-whole-tone trichord', 'C-whole-tone trichord', 'Augmented Fifth with octave doublings above C', 'Augmented Twelfth above C', 'Minor Fourteenth above C', 'C-dominant seventh chord', 'Major Sixth with octave doublings above G', 'Major Sixth with octave doublings above G']"
2017/MIDI-Unprocessed_081_PIANO081_MID--AUDIO-split_07-09-17_Piano-e_2_-02_wav--3.midi,Franz Schubert,566.241883521,0.0,F,minor,"['F', 'Perfect Fifth above F', 'enharmonic equivalent to minor triad above F', 'enharmonic equivalent to minor triad above F', 'enharmonic equivalent to minor triad above F', 'enharmonic equivalent to minor triad above F', 'enharmonic equivalent to minor triad above F', 'enharmonic equivalent to minor triad above F', 'G#-perfect-fourth minor tetrachord', 'G#-perfect-fourth minor tetrachord', 'enharmonic equivalent to minor triad above F', 'C-Kumoi pentachord', 'E-phrygian trichord', 'F', 'Augmented Sixteenth above F', 'Augmented Second with octave doublings above F']"
2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_15_R2_2013_wav--1.midi,Franz Schubert,574.096648125,0.0,F,minor,"['Perfect Twelfth above F', 'C', 'enharmonic equivalent to minor triad above C', 'Augmented Fifth with octave doublings above C', 'Perfect Double-octave above C', 'Perfect Double-octave above C', 'Bb-quartal trichord', 'enharmonic equivalent to minor triad above F', 'Augmented Sixteenth above F', 'Perfect Eighteenth above F', 'E-minor-second diminished tetrachord', 'E-phrygian trichord', 'Major Sixteenth above F', 'Augmented Second with octave doublings above F', 'Augmented Second with octave doublings above F', 'Augmented Second with octave doublings above F']"
